term,estimate,std.error,statistic,p.value
(Intercept),10519.134171254427,412.0106893617468,25.531216647679233,4.207794891516981e-115
annual_income,-0.0818389098423384,0.00844539375961907,-9.690360470064068,1.9867843075667158e-21
regionNorth,465.0870229140748,289.45400387216273,1.6067735000807946,0.10836824262179463
regionSouth,4300.83218114515,291.46774544835415,14.755774003498525,2.1562964435114218e-45
regionWest,4302.683940043153,292.84900337203663,14.692499856579687,4.761580155401976e-45
